Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit,Shipping_Mode
ORD-11811,2024-08-07,CUST-1089,Corporate,North,Books,Self-Help,10,67.74,0.1,609.66,30.97,Express
ORD-10070,2024-01-13,CUST-1242,Home Office,Central,Home & Kitchen,Blender,4,353.3,0.0,1413.2,352.15,Same Day
ORD-10568,2024-01-23,CUST-1281,Corporate,North,Electronics,Smartwatch,9,1473.1,0.15,11269.22,3774.36,Express
ORD-12157,2023-08-26,CUST-1273,Consumer,East,Sports,Bicycle,2,506.23,0.25,759.35,225.7,Standard
ORD-10611,2024-11-04,CUST-1223,Consumer,North,Electronics,Laptop,3,1367.1,0.2,3281.04,1035.06,Express
ORD-10073,2024-12-26,CUST-1273,Consumer,East,Electronics,Smartphone,6,733.24,0.0,4399.44,618.91,Standard
ORD-12055,2024-04-05,CUST-1472,Corporate,North,Sports,Bicycle,5,757.21,0.15,3218.14,593.26,First Class
ORD-10350,2023-06-10,CUST-1027,Consumer,East,Electronics,Tablet,3,1896.4,0.15,4835.82,1532.6,Express
ORD-12312,2024-04-11,CUST-1373,Consumer,South,Clothing,Shoes,7,78.82,0.2,441.39,132.94,Standard
ORD-10765,2023-04-19,CUST-1428,Corporate,South,Electronics,Headphones,2,1426.36,0.1,2567.45,416.1,Standard
ORD-11576,2023-06-12,CUST-1047,Home Office,Central,Electronics,Tablet,4,856.23,0.0,3424.92,897.78,Standard
ORD-11064,2023-10-19,CUST-1432,,West,Home & Kitchen,Blender,3,464.57,0.15,1184.65,214.14,Same Day
ORD-11189,2024-02-24,CUST-1185,Consumer,East,Home & Kitchen,Coffee Maker,8,569.8,0.2,3646.72,1229.98,Standard
ORD-11545,2023-11-07,CUST-1450,Consumer,East,Sports,Yoga Mat,5,191.31,0.15,813.07,170.06,Express
ORD-10076,2024-07-30,CUST-1485,Corporate,North,Electronics,Smartwatch,1,1333.0,0.0,1333.0,126.31,Express
ORD-10432,2023-04-17,CUST-1105,Home Office,West,Electronics,Smartphone,4,1406.6,0.25,4219.8,1078.67,Standard
ORD-11087,2024-01-02,CUST-1125,Consumer,South,Books,Novel,6,18.03,0.1,97.36,27.97,Same Day
ORD-11106,2024-11-08,CUST-1271,Corporate,East,Clothing,T-Shirt,3,270.35,0.0,811.05,47.51,Same Day
ORD-10157,2024-10-18,CUST-1246,Corporate,Central,Clothing,Jeans,3,244.35,0.25,549.79,68.72,Standard
ORD-12326,2024-01-18,CUST-1011,Corporate,North,Clothing,Dress,10,156.99,0.2,1255.92,298.88,First Class
ORD-11602,2023-06-06,CUST-1474,Consumer,Central,Electronics,Smartphone,4,1199.03,0.0,4796.12,907.93,Same Day
ORD-12071,2023-04-28,CUST-1104,Home Office,West,Electronics,Smartphone,6,1815.03,0.0,10890.18,990.01,Same Day
ORD-10135,2024-11-25,CUST-1303,Corporate,Central,Clothing,Dress,7,51.87,0.0,363.09,49.01,Same Day
ORD-12249,2024-06-09,CUST-1228,Home Office,East,Sports,Yoga Mat,3,1040.86,0.0,3122.58,767.48,Standard
ORD-12242,2023-03-26,CUST-1482,Home Office,West,Books,Novel,6,47.92,0.0,287.52,61.24,First Class
ORD-11089,2024-09-08,CUST-1108,Home Office,South,Sports,Running Shoes,9,1350.65,0.0,12155.85,2013.95,Standard
ORD-11950,2023-02-16,CUST-1078,Corporate,Central,Home & Kitchen,Air Fryer,2,111.98,0.0,223.96,28.52,First Class
ORD-11575,2023-06-22,CUST-1112,Home Office,Central,Home & Kitchen,Cookware Set,6,221.42,0.0,1328.52,257.15,Express
ORD-12263,2024-02-23,CUST-1436,Home Office,West,Clothing,Jeans,2,97.3,0.15,165.41,51.91,Same Day
ORD-11461,2024-10-01,CUST-1005,Home Office,Central,Electronics,Headphones,3,1192.29,0.25,2682.65,921.42,Standard
ORD-11298,2024-04-05,CUST-1080,Consumer,West,Clothing,Shoes,8,158.55,0.0,1268.4,377.78,Same Day
ORD-11572,2023-09-12,CUST-1366,Corporate,South,Clothing,Shoes,6,78.0,0.0,468.0,80.28,First Class
ORD-11100,2023-10-15,CUST-1164,Home Office,West,Sports,Tennis Racket,8,379.77,0.2,2430.53,478.89,Express
ORD-10123,2024-08-22,CUST-1280,Home Office,East,Home & Kitchen,Air Fryer,3,161.25,0.0,483.75,114.79,First Class
ORD-12274,2024-06-01,CUST-1197,Consumer,North,Electronics,Smartphone,2,1094.01,0.2,1750.42,470.85,
ORD-11544,2024-12-19,CUST-1200,Consumer,East,Sports,Yoga Mat,3,367.57,0.0,1102.71,99.2,Standard
ORD-10406,2024-07-17,CUST-1329,Corporate,West,Home & Kitchen,Blender,5,298.17,0.0,1490.85,301.27,Express
ORD-10693,2024-12-11,CUST-1418,Consumer,East,Sports,Bicycle,5,859.22,0.2,3436.88,879.06,Standard
ORD-10979,2023-11-09,CUST-1475,Home Office,Central,Home & Kitchen,Blender,10,51.68,0.1,465.12,53.6,Standard
ORD-11721,2023-08-06,CUST-1051,Consumer,South,Electronics,Tablet,8,477.19,0.0,3817.52,557.79,Same Day
ORD-10497,2023-01-24,CUST-1064,,South,Sports,Tennis Racket,7,1449.15,0.0,10144.05,1066.81,Same Day
ORD-11054,2023-01-24,CUST-1487,Home Office,West,Electronics,Headphones,8,1621.21,0.0,12969.68,858.89,Same Day
ORD-10342,2024-11-12,CUST-1301,Consumer,West,Clothing,Dress,10,214.2,0.25,1606.5,252.3,Same Day
ORD-12132,2024-09-28,CUST-1065,Corporate,Central,Sports,Tennis Racket,5,173.17,0.0,865.85,243.39,First Class
ORD-10299,2023-05-17,CUST-1328,Home Office,South,Electronics,Laptop,6,385.76,0.0,2314.56,210.95,Standard
ORD-10632,2023-03-03,CUST-1132,Corporate,South,Clothing,T-Shirt,1,97.64,0.1,87.88,14.64,First Class
ORD-11674,2023-03-04,CUST-1338,Corporate,South,Clothing,Jeans,4,251.64,0.0,1006.56,139.41,Express
ORD-12020,2024-10-28,CUST-1455,Home Office,West,Books,Self-Help,5,65.83,0.0,329.15,99.81,Standard
ORD-10621,2023-06-29,CUST-1133,Home Office,South,Sports,Dumbbells,3,1367.44,0.2,3281.86,603.85,First Class
ORD-11208,2023-08-08,CUST-1001,Corporate,North,Home & Kitchen,Blender,2,198.93,0.15,338.18,103.87,First Class
ORD-10220,2024-06-22,CUST-1228,Home Office,East,Sports,Dumbbells,10,1148.74,0.25,8615.55,2465.87,Standard
ORD-11611,2024-12-17,CUST-1263,Consumer,West,Clothing,T-Shirt,5,149.45,0.0,747.25,181.61,Express
ORD-11914,2024-01-21,CUST-1119,Consumer,North,Books,Novel,8,29.2,0.2,186.88,17.05,First Class
ORD-12392,2024-04-05,CUST-1013,Corporate,Central,Electronics,Headphones,10,845.83,0.15,7189.56,2469.75,Express
ORD-10084,2024-08-12,CUST-1300,Consumer,East,Home & Kitchen,Air Fryer,2,237.78,0.0,475.56,161.01,Standard
ORD-11745,2023-10-16,CUST-1200,Consumer,North,Home & Kitchen,Cookware Set,8,62.61,0.1,450.79,82.41,First Class
ORD-10266,2024-02-23,CUST-1344,Corporate,South,Books,Biography,2,68.19,0.25,102.28,31.13,Same Day
ORD-10564,2024-04-17,CUST-1085,Corporate,East,Home & Kitchen,Vacuum,5,348.53,0.25,1306.99,389.86,Standard
ORD-10290,2024-10-09,CUST-1137,Home Office,West,Home & Kitchen,Blender,7,621.11,0.1,3912.99,362.54,First Class
ORD-12356,2023-02-23,CUST-1492,Home Office,East,Clothing,Shoes,5,131.58,0.25,493.43,156.69,First Class
ORD-11173,2024-11-25,CUST-1147,Home Office,West,Books,Novel,9,66.52,0.1,538.81,180.9,First Class
ORD-10416,2023-05-22,CUST-1211,Home Office,Central,Home & Kitchen,Vacuum,5,772.7,0.1,3477.15,1013.38,Same Day
ORD-10472,2023-01-11,CUST-1103,Home Office,Central,Sports,Yoga Mat,3,1419.93,0.2,3407.83,675.81,Same Day
ORD-10789,2023-06-27,CUST-1102,Consumer,Central,Clothing,Dress,2,78.02,0.2,124.83,24.33,First Class
ORD-12077,2024-11-21,CUST-1410,Home Office,West,Clothing,Shoes,7,219.98,0.15,1308.88,356.59,Standard
ORD-12443,2024-12-15,CUST-1173,Consumer,West,Sports,Tennis Racket,7,43.36,0.0,303.52,29.51,Same Day
ORD-12353,2024-02-26,CUST-1096,Home Office,East,Home & Kitchen,Vacuum,5,176.0,0.1,792.0,80.49,Express
ORD-11640,2023-04-20,CUST-1028,Corporate,South,Clothing,Jacket,7,170.38,0.0,1192.66,73.57,Same Day
ORD-10107,2023-12-01,CUST-1382,Corporate,South,Electronics,Smartwatch,3,856.75,0.0,2570.25,829.9,Express
ORD-11948,2023-12-19,CUST-1067,Home Office,East,Books,Self-Help,4,48.87,0.25,146.61,45.04,Same Day
ORD-10278,2024-04-13,CUST-1316,Consumer,East,Sports,Bicycle,10,926.68,0.0,9266.8,1430.58,Standard
ORD-11513,2023-04-26,CUST-1044,Home Office,South,Clothing,T-Shirt,1,277.43,0.1,249.69,25.56,First Class
ORD-12335,2023-11-17,CUST-1464,Home Office,Central,Clothing,Dress,6,36.11,0.25,162.5,37.3,Express
ORD-11609,2024-08-19,CUST-1042,Consumer,Central,Electronics,Smartphone,6,1807.18,0.0,10843.08,668.83,Standard
ORD-10018,2023-02-02,CUST-1440,Corporate,North,Sports,Dumbbells,1,35.61,0.0,35.61,2.5,Express
ORD-11268,2023-06-01,CUST-1102,Consumer,East,Clothing,Jacket,3,148.44,0.1,400.79,20.14,Same Day
ORD-11313,2023-08-05,CUST-1298,Corporate,South,Sports,Running Shoes,5,1292.24,0.2,5168.96,611.88,Standard
ORD-10679,2023-09-24,CUST-1189,Consumer,South,Clothing,T-Shirt,6,31.52,0.15,160.75,14.14,Standard
ORD-10964,2023-07-28,CUST-1036,Home Office,East,Books,Novel,7,76.13,0.2,426.33,39.64,Express
ORD-12482,2023-06-02,CUST-1455,Home Office,North,Clothing,Jacket,2,158.5,0.15,269.45,61.25,First Class
ORD-10736,2023-11-18,CUST-1308,Corporate,North,Electronics,Tablet,1,1608.02,0.25,1206.01,384.66,First Class
ORD-12304,2024-10-30,CUST-1456,Corporate,South,Electronics,Tablet,5,949.92,0.0,4749.6,252.14,Express
ORD-10898,2023-01-15,CUST-1172,Consumer,North,Home & Kitchen,Blender,1,199.99,0.1,179.99,10.51,Express
ORD-10219,2024-09-12,CUST-1191,Corporate,Central,Home & Kitchen,Air Fryer,3,215.64,0.1,582.23,55.87,First Class
ORD-10654,2024-05-11,CUST-1263,Consumer,North,Electronics,Laptop,3,1864.75,0.0,5594.25,1597.98,Express
ORD-11692,2024-02-19,CUST-1193,Home Office,North,Home & Kitchen,Coffee Maker,9,321.1,0.0,2889.9,604.02,Express
ORD-10303,2024-02-06,CUST-1151,Home Office,North,Electronics,Headphones,10,569.8,0.15,4843.3,516.27,Express
ORD-11786,2023-07-01,CUST-1233,Corporate,Central,Electronics,Headphones,2,1910.7,0.0,3821.4,1081.07,Standard
ORD-11278,2024-01-09,CUST-1057,Consumer,West,Sports,Running Shoes,6,1176.98,0.25,5296.41,1114.93,First Class
ORD-10903,2024-12-11,CUST-1068,Corporate,South,Home & Kitchen,Coffee Maker,7,499.9,0.2,2799.44,916.44,Same Day
ORD-12124,2023-06-25,CUST-1337,Home Office,Central,Home & Kitchen,Air Fryer,7,566.83,0.25,2975.86,872.21,Standard
ORD-10344,2023-04-17,CUST-1479,Corporate,South,Sports,Running Shoes,10,1383.53,0.0,13835.3,3346.68,Same Day
ORD-10662,2023-02-04,CUST-1217,Home Office,West,Books,Novel,8,12.8,0.2,81.92,22.99,First Class
ORD-10929,2024-05-12,CUST-1242,Corporate,Central,Sports,Yoga Mat,9,579.11,0.25,3908.99,507.19,First Class
ORD-12332,2024-12-12,CUST-1401,Consumer,Central,Clothing,Shoes,9,182.65,0.25,1232.89,268.87,Express
ORD-11792,2023-12-07,CUST-1013,Consumer,North,Home & Kitchen,Air Fryer,2,732.87,0.25,1099.31,283.57,Standard
ORD-12448,2023-12-18,CUST-1083,Corporate,South,Electronics,Headphones,9,1166.8,0.0,10501.2,2292.03,Express
ORD-11776,2024-08-09,CUST-1478,Consumer,East,Books,Textbook,4,70.64,0.15,240.18,81.22,First Class
ORD-11084,2024-03-09,CUST-1305,Home Office,,Clothing,Jeans,8,287.05,0.1,2066.76,650.73,Same Day
ORD-11165,2023-09-14,CUST-1480,Home Office,South,Clothing,Dress,2,131.39,0.2,210.22,15.35,First Class
ORD-11263,2023-04-13,CUST-1095,Corporate,East,Home & Kitchen,Coffee Maker,8,169.06,0.0,1352.48,204.23,Express
ORD-10192,2023-11-12,CUST-1254,Consumer,North,Clothing,Jeans,9,159.51,0.1,1292.03,257.93,First Class
ORD-10174,2024-09-14,CUST-1347,Corporate,North,Home & Kitchen,Air Fryer,3,650.82,0.0,1952.46,181.25,Express
ORD-10807,2024-01-22,CUST-1266,Home Office,South,Home & Kitchen,Cookware Set,10,263.4,0.2,2107.2,193.84,Standard
ORD-12333,2023-06-17,CUST-1303,Corporate,South,Clothing,Jeans,5,265.04,0.25,993.9,123.13,Standard
ORD-11499,2023-01-25,CUST-1026,Home Office,South,Electronics,Headphones,1,609.31,0.2,487.45,124.33,First Class
ORD-11954,2024-07-07,CUST-1024,Corporate,East,Home & Kitchen,Blender,5,336.97,0.1,1516.37,492.06,Standard
ORD-10856,2024-08-15,CUST-1289,Corporate,Central,Home & Kitchen,Blender,8,550.9,0.15,3746.12,965.47,Same Day
ORD-10128,2023-02-22,CUST-1495,Corporate,Central,Electronics,Tablet,7,836.48,0.25,4391.52,1426.16,Same Day
ORD-10340,2023-04-24,CUST-1433,Home Office,East,Home & Kitchen,Coffee Maker,10,66.43,0.2,531.44,172.81,Standard
ORD-11725,2023-05-20,CUST-1208,Consumer,South,Clothing,Shoes,9,261.59,0.2,1883.45,599.16,Express
ORD-11050,2024-04-18,CUST-1342,Consumer,East,Clothing,Dress,2,131.8,0.0,263.6,43.88,First Class
ORD-11036,2023-06-16,CUST-1277,Consumer,,Electronics,Laptop,6,852.86,0.0,5117.16,623.57,Express
ORD-10307,2023-10-12,CUST-1042,Corporate,North,Books,Cookbook,9,15.77,0.15,120.64,28.33,Express
ORD-10383,2023-05-21,CUST-1102,Corporate,West,Books,Self-Help,1,30.88,0.25,23.16,7.09,First Class
ORD-11308,2024-02-27,CUST-1336,Corporate,South,Home & Kitchen,Air Fryer,2,615.18,0.2,984.29,99.1,Express
ORD-12338,2024-02-10,CUST-1228,Consumer,South,Books,Biography,2,53.55,0.15,91.03,8.17,Standard
ORD-10787,2023-08-26,CUST-1259,Consumer,Central,Books,Novel,4,21.29,0.1,76.64,11.74,Same Day
ORD-10177,2024-07-29,CUST-1060,Corporate,East,Electronics,Laptop,8,1524.21,0.15,10364.63,1721.53,First Class
ORD-10426,2024-05-17,CUST-1404,Home Office,Central,Clothing,Jacket,10,187.13,0.25,1403.47,348.86,Same Day
ORD-11780,2024-01-31,CUST-1486,Home Office,East,Home & Kitchen,Coffee Maker,8,763.72,0.15,5193.3,669.18,Standard
ORD-12330,2023-09-08,CUST-1183,Consumer,North,Home & Kitchen,Blender,3,235.45,0.0,706.35,238.2,Express
ORD-12425,2023-02-04,CUST-1332,Corporate,West,Sports,Tennis Racket,10,616.0,0.25,4620.0,1307.63,Express
ORD-12241,2024-11-20,CUST-1272,Home Office,West,Clothing,Shoes,8,76.43,0.2,489.15,146.5,Standard
ORD-10184,2023-09-14,CUST-1100,Home Office,Central,Clothing,Jacket,9,285.3,0.0,2567.7,780.02,Same Day
ORD-11807,2023-08-30,CUST-1283,Home Office,South,Electronics,Tablet,10,1638.93,0.0,16389.3,3967.97,Express
ORD-12040,2024-10-30,CUST-1287,Corporate,South,Books,Biography,9,26.04,0.0,234.36,66.01,Standard
ORD-11977,2024-02-07,CUST-1227,Consumer,South,Sports,Running Shoes,3,383.39,0.0,1150.17,88.01,Standard
ORD-12180,2023-03-25,CUST-1236,Consumer,East,Home & Kitchen,Air Fryer,10,455.34,0.25,3415.05,633.68,Same Day
ORD-11037,2024-10-15,CUST-1475,Consumer,South,Sports,Yoga Mat,5,1140.87,0.0,5704.35,1229.33,Same Day
ORD-10802,2024-07-11,CUST-1319,Home Office,West,Sports,Tennis Racket,7,1382.66,0.1,8710.76,2118.14,Same Day
ORD-10651,2024-09-25,CUST-1185,Home Office,Central,Electronics,Smartwatch,2,624.15,0.15,1061.05,363.98,Express
ORD-10489,2023-04-13,CUST-1369,Corporate,South,Home & Kitchen,Vacuum,3,184.92,0.15,471.55,120.62,First Class
ORD-12375,2024-04-13,CUST-1026,Corporate,West,Clothing,Shoes,9,161.45,0.0,1453.05,192.88,Standard
ORD-10986,2024-02-14,CUST-1256,Home Office,West,Books,Cookbook,3,48.51,0.0,145.53,40.07,Express
ORD-12277,2024-02-29,CUST-1023,Home Office,North,Books,Novel,8,51.28,0.25,307.68,75.59,First Class
ORD-11927,2024-07-29,CUST-1389,Consumer,West,Sports,Bicycle,10,86.89,0.0,868.9,139.18,First Class
ORD-11690,2023-02-13,CUST-1160,Corporate,West,Clothing,Jeans,5,250.82,0.15,1065.98,252.1,Standard
ORD-11523,2024-08-12,CUST-1002,Corporate,Central,Books,Novel,9,79.34,0.0,714.06,147.0,Express
ORD-11091,2023-10-09,CUST-1215,Consumer,North,Clothing,Jeans,8,33.9,0.1,244.08,15.63,First Class
ORD-10118,2023-05-29,CUST-1066,Home Office,East,Clothing,Jacket,10,236.82,0.0,2368.2,315.4,Express
ORD-12190,2024-06-27,CUST-1254,Consumer,West,Books,Textbook,6,38.03,0.2,182.54,52.67,First Class
ORD-10281,2023-02-24,CUST-1443,Corporate,North,Books,Biography,6,19.82,0.25,89.19,16.53,First Class
ORD-12207,2023-09-15,CUST-1048,Consumer,North,Clothing,Shoes,8,99.51,0.1,716.47,38.82,Standard
ORD-12370,2023-10-28,CUST-1395,Home Office,East,Sports,Running Shoes,1,686.74,0.0,686.74,108.29,Express
ORD-12283,2023-05-04,CUST-1274,Consumer,West,Sports,Tennis Racket,7,959.77,0.0,6718.39,1305.63,Same Day
ORD-10911,2024-09-12,CUST-1127,Corporate,East,Books,Biography,4,21.49,0.0,85.96,15.23,First Class
ORD-11361,2023-08-17,CUST-1047,Corporate,North,Sports,Tennis Racket,2,275.37,0.0,550.74,85.14,Standard
ORD-11151,2024-07-13,CUST-1442,Consumer,East,Electronics,Smartphone,6,1807.92,0.25,8135.64,1402.65,Express
ORD-10366,2024-06-12,CUST-1444,Corporate,North,Clothing,Shoes,7,79.19,0.2,443.46,86.62,Express
ORD-12072,2024-08-19,CUST-1172,,West,Books,Biography,10,47.01,0.1,423.09,45.31,Standard
ORD-10555,2023-05-02,CUST-1094,Corporate,South,Clothing,Dress,6,276.79,0.0,1660.74,360.72,Standard
ORD-11281,2023-10-28,CUST-1182,Corporate,North,Home & Kitchen,Cookware Set,1,625.13,0.15,531.36,69.17,First Class
ORD-11995,2024-02-12,CUST-1462,Home Office,North,Sports,Dumbbells,8,1403.98,0.1,10108.66,1899.21,Express
ORD-10786,2024-09-29,CUST-1480,Home Office,East,Sports,Yoga Mat,7,420.08,0.1,2646.5,225.17,First Class
ORD-11539,2024-09-11,CUST-1288,Consumer,West,Electronics,Laptop,3,495.98,0.2,1190.35,409.05,First Class
ORD-10203,2023-03-05,CUST-1361,Consumer,Central,Books,Self-Help,8,64.25,0.25,385.5,117.39,Express
ORD-12346,2024-05-09,CUST-1252,Consumer,,Sports,Dumbbells,1,1110.53,0.0,1110.53,312.61,First Class
ORD-10120,2024-05-02,CUST-1229,Corporate,Central,Electronics,Smartphone,9,1535.09,0.0,13815.81,3781.38,Standard
ORD-10283,2023-10-27,CUST-1016,Corporate,South,Books,Textbook,1,15.79,0.25,11.84,3.3,Same Day
ORD-10575,2023-11-27,CUST-1188,Corporate,North,Books,Self-Help,1,35.21,0.0,35.21,9.88,First Class
ORD-11338,2024-07-13,CUST-1390,Home Office,East,Sports,Dumbbells,8,853.71,0.0,6829.68,1013.2,Same Day
ORD-11563,2024-11-07,CUST-1290,Consumer,North,Clothing,T-Shirt,7,279.21,0.0,1954.47,121.14,Standard
ORD-10275,2024-03-18,CUST-1202,Consumer,Central,Books,Textbook,3,65.84,0.0,197.52,47.83,Express
ORD-11023,2023-11-23,CUST-1253,Corporate,West,Electronics,Headphones,3,1990.59,0.25,4478.83,741.27,First Class
ORD-10891,2023-03-20,CUST-1386,,Central,Books,Cookbook,9,79.47,0.0,715.23,249.33,Same Day
ORD-10360,2023-01-13,CUST-1402,Home Office,Central,Sports,Running Shoes,9,1288.52,0.1,10437.01,3393.58,First Class
ORD-10873,2023-07-25,CUST-1170,Consumer,East,Home & Kitchen,Blender,2,123.81,0.0,247.62,15.22,Same Day
ORD-10809,2024-01-14,CUST-1346,Home Office,West,Electronics,Tablet,8,1799.32,0.0,14394.56,2646.43,First Class
ORD-10949,2024-08-17,CUST-1443,Consumer,East,Clothing,Dress,3,130.26,0.0,390.78,107.73,First Class
ORD-10629,2023-02-28,CUST-1480,Home Office,South,Clothing,Jacket,1,90.53,0.0,90.53,21.35,Standard
ORD-11584,2024-02-09,CUST-1281,Home Office,West,Clothing,T-Shirt,9,100.42,0.25,677.84,133.53,First Class
ORD-10840,2024-06-19,CUST-1373,Corporate,South,Electronics,Smartphone,10,667.32,0.25,5004.9,592.53,Standard
ORD-10286,2023-05-01,CUST-1397,Consumer,South,Electronics,Tablet,2,673.07,0.1,1211.53,375.07,Same Day
ORD-11769,2024-10-04,CUST-1339,Corporate,West,Sports,Bicycle,2,430.48,0.15,731.82,50.53,First Class
ORD-12002,2023-07-21,CUST-1350,Corporate,Central,Home & Kitchen,Cookware Set,8,542.02,0.1,3902.54,653.5,Express
ORD-10940,2024-07-29,CUST-1494,Corporate,South,Home & Kitchen,Vacuum,7,732.63,0.2,4102.73,995.45,Express
ORD-10423,2024-10-10,CUST-1360,Home Office,East,Electronics,Headphones,8,565.56,0.25,3393.36,399.28,Express
ORD-11857,2024-10-04,CUST-1132,Consumer,Central,Books,Novel,1,68.87,0.2,55.1,16.03,Standard
ORD-11293,2024-06-26,CUST-1189,Corporate,,Books,Self-Help,2,78.95,0.0,157.9,43.33,Same Day
ORD-11629,2023-05-13,CUST-1476,Home Office,East,Books,Novel,4,33.01,0.1,118.84,6.68,Express
ORD-11449,2024-11-27,CUST-1288,Consumer,,Clothing,Shoes,3,178.87,0.0,536.61,185.18,Express
ORD-10065,30/06/2023,CUST-1375,Home Office,East,Books,Biography,8,54.49,0.2,348.74,33.44,First Class
ORD-11689,2024-05-03,CUST-1147,Corporate,Central,Electronics,Smartwatch,10,1662.98,0.2,13303.84,2965.63,Standard
ORD-11530,2024-04-29,CUST-1440,Corporate,Central,Books,Novel,6,45.0,0.0,270.0,34.22,Standard
ORD-10912,2024-01-04,CUST-1203,Corporate,South,Clothing,Jacket,8,261.48,0.0,2091.84,701.4,First Class
ORD-10764,2023-03-20,CUST-1126,Corporate,North,Sports,Yoga Mat,10,800.87,0.0,8008.7,1400.93,Same Day
ORD-10230,2023-02-27,CUST-1071,Home Office,East,Clothing,T-Shirt,4,132.63,0.15,450.94,51.94,Express
ORD-12271,2023-01-24,CUST-1207,Corporate,,Electronics,Smartwatch,10,1130.27,0.25,8477.03,1491.39,Standard
ORD-10755,2023-03-02,CUST-1026,Corporate,South,Books,Cookbook,5,61.53,0.0,307.65,24.18,First Class
ORD-12187,2023-01-11,CUST-1127,Home Office,South,Electronics,Laptop,4,419.35,0.25,1258.05,283.5,First Class
ORD-10941,2024-08-29,CUST-1479,Consumer,North,Home & Kitchen,Coffee Maker,2,268.23,0.0,536.46,81.58,Same Day
ORD-11356,2023-11-28,CUST-1023,Consumer,South,Books,Novel,5,76.59,0.2,306.36,74.82,Express
ORD-12322,2023-11-29,CUST-1055,Home Office,Central,Clothing,Jacket,10,192.42,0.25,1443.15,499.32,Express
ORD-11174,2024-04-23,CUST-1381,Consumer,South,Sports,Tennis Racket,5,1159.29,0.0,5796.45,1959.73,Standard
ORD-11105,2023-04-15,CUST-1075,Corporate,North,Home & Kitchen,Vacuum,5,173.15,0.25,649.31,144.91,Standard
ORD-10374,2024-09-30,CUST-1203,Home Office,North,Books,Biography,5,25.27,0.2,101.08,20.84,Standard
ORD-10801,2023-11-18,CUST-1465,Corporate,North,Books,Cookbook,9,72.0,0.25,486.0,68.67,Same Day
ORD-12120,2024-12-08,CUST-1269,Consumer,South,Clothing,Shoes,10,184.68,0.15,1569.78,209.26,Express
ORD-11964,2024-11-21,CUST-1187,Home Office,North,Books,Self-Help,6,48.55,0.2,233.04,63.61,Express
ORD-10297,2023-03-21,CUST-1067,Home Office,South,Clothing,Shoes,2,203.54,0.0,407.08,46.42,First Class
ORD-10598,2024-11-12,CUST-1169,Corporate,West,Sports,Running Shoes,7,1371.47,0.0,9600.29,2494.97,First Class
ORD-12410,2024-12-19,CUST-1139,Home Office,Central,Home & Kitchen,Cookware Set,4,559.75,0.25,1679.25,285.53,Express
ORD-10099,2024-10-10,CUST-1360,Consumer,West,Clothing,Jacket,2,299.28,0.1,538.7,185.04,Express
ORD-11472,2023-01-08,CUST-1335,Home Office,,Clothing,Shoes,6,90.27,0.2,433.3,52.96,Same Day
ORD-10900,2024-01-01,CUST-1165,Consumer,North,Sports,Bicycle,2,1409.91,0.0,2819.82,321.84,First Class
ORD-11272,2024-08-23,CUST-1013,Consumer,Central,Sports,Bicycle,6,812.82,0.1,4389.23,1101.53,Express
ORD-10529,2024-02-16,CUST-1258,Corporate,South,Books,Cookbook,3,71.8,0.25,161.55,16.82,First Class
ORD-11271,2023-05-17,CUST-1204,Corporate,East,Books,Textbook,2,63.41,0.1,114.14,10.11,First Class
ORD-11098,2024-12-05,CUST-1313,Corporate,East,Electronics,Laptop,5,286.41,0.0,1432.05,184.9,Express
ORD-11242,2024-07-27,CUST-1201,Corporate,West,Books,Cookbook,9,32.9,0.25,222.07,18.92,First Class
ORD-10636,2024-05-17,CUST-1244,Corporate,West,Home & Kitchen,Vacuum,9,480.98,0.2,3463.06,1149.64,Standard
ORD-12218,2024-08-20,CUST-1015,Consumer,East,Clothing,T-Shirt,4,179.95,0.1,647.82,218.66,First Class
ORD-10185,2024-08-29,CUST-1482,Home Office,South,Clothing,Jacket,2,192.04,0.15,326.47,79.1,Express
ORD-11427,2023-09-04,CUST-1337,Corporate,South,Electronics,Tablet,2,570.85,0.0,1141.7,58.71,
ORD-11000,2024-05-30,CUST-1404,Consumer,South,Electronics,Tablet,7,321.88,0.15,1915.19,630.86,Same Day
ORD-11410,2024-12-02,CUST-1198,Corporate,West,Electronics,Headphones,7,360.39,0.15,2144.32,558.12,First Class
ORD-10973,2023-04-03,CUST-1324,Consumer,North,Home & Kitchen,Coffee Maker,7,760.59,0.25,3993.1,574.29,Express
ORD-11826,2024-11-30,CUST-1202,Home Office,Central,Home & Kitchen,Blender,5,125.34,0.0,626.7,179.83,Express
ORD-10511,2023-09-14,CUST-1418,Corporate,North,Books,Novel,3,48.02,0.0,144.06,45.91,Standard
ORD-11872,2023-06-04,CUST-1385,Home Office,West,Sports,Yoga Mat,3,1323.49,0.0,3970.47,669.25,Standard
ORD-11867,2024-11-05,CUST-1343,Home Office,West,Home & Kitchen,Vacuum,8,315.53,0.15,2145.6,620.85,Express
ORD-11547,2024-05-04,CUST-1262,Consumer,Central,Clothing,Jeans,3,260.2,0.25,585.45,162.85,Express
ORD-12103,2024-11-04,CUST-1107,Consumer,Central,Home & Kitchen,Air Fryer,3,576.49,0.1,1556.52,277.28,Same Day
ORD-10607,2023-05-11,CUST-1436,Corporate,North,Home & Kitchen,Coffee Maker,10,487.05,0.15,4139.93,709.0,Same Day
